Time,close
10:04:36,5084.8999
10:09:35,5108.7002
10:14:35,5102.7002
10:19:36,5101.7002
10:24:35,5106.2002
10:29:35,5106.2998
10:34:35,5109.2002
10:39:36,5104.2998
10:44:35,5098.1001
10:49:35,5091.1001
10:54:36,5091.5
10:59:35,5096.5
11:04:35,5101.6001
11:09:35,5099.2002
11:14:36,5100.0
11:19:36,5103.7002
11:24:35,5105.0
11:29:35,5099.6001
11:34:36,5102.2002
11:39:36,5101.2998
11:44:36,5097.7002
11:49:35,5102.2998
11:54:36,5097.1001
11:59:36,5091.8999
12:04:35,5098.0
12:09:35,5101.2998
12:14:36,5102.2998
12:19:36,5097.2998
12:24:35,5101.1001
12:29:35,5097.7002
12:34:36,5104.5
12:39:35,5099.7998
12:44:35,5105.7998
12:49:35,5112.7002
12:54:36,5119.3999
12:59:35,5120.2002
13:04:35,5117.3999
13:09:35,5113.8999
13:14:36,5117.7002
13:19:35,5116.3999
13:24:35,5114.7998
13:29:35,5111.2002
13:34:35,5112.6001
13:39:36,5120.1001
13:44:36,5111.7998
13:49:36,5109.8999
13:54:35,5102.7002
13:59:36,5104.6001
14:04:36,5104.7002
14:09:36,5103.1001
14:14:35,5096.7998
14:19:35,5096.8999
14:24:36,5093.8999
14:29:36,5093.2998
14:34:35,5085.2002
14:39:35,5080.2998
14:44:35,5082.2998
14:49:35,5085.2002
14:54:36,5087.7002
14:59:36,5088.8999
15:04:35,5086.8999
15:09:36,5087.1001
15:14:35,5093.0
15:19:35,5088.8999
15:24:35,5090.6001
15:29:45,5094.7002
15:34:36,5096.6001
15:39:35,5091.7002
15:44:36,5092.3999
15:49:37,5095.0
15:54:35,5091.1001
15:59:36,5092.7998
16:00:00,5094.2998
10:04:36,5096.1001
10:09:36,5089.5
10:14:35,5091.1001
10:19:36,5089.2002
10:24:36,5085.2002
10:29:35,5080.8999
10:34:40,5077.3999
10:39:36,5076.3999
10:44:35,5071.7998
10:49:35,5070.0
10:54:36,5068.3999
10:59:35,5070.2002
11:04:35,5066.7998
11:09:36,5066.5
11:14:35,5073.6001
11:19:35,5080.1001
11:24:35,5077.2002
11:29:56,5076.2002
11:34:35,5073.2002
11:39:35,5070.7998
11:44:35,5066.6001
11:49:36,5064.3999
11:54:35,5064.0
11:59:35,5060.7998
12:04:35,5065.0
12:09:36,5067.6001
12:14:36,5067.1001
12:19:35,5061.7998
12:24:36,5064.1001
12:29:35,5064.2998
12:34:54,5065.2002
12:39:35,5065.3999
12:44:36,5064.6001
12:49:35,5067.7998
12:54:35,5071.0
12:59:36,5065.2002
13:04:36,5064.7998
13:09:35,5066.2998
13:14:36,5070.7002
13:19:36,5069.3999
13:24:35,5069.8999
13:29:35,5074.1001
13:34:36,5073.7998
13:39:36,5074.3999
13:44:35,5074.3999
13:49:48,5074.7998
13:54:36,5072.6001
13:59:35,5073.3999
14:04:35,5073.6001
14:09:36,5070.6001
14:14:36,5071.6001
14:19:35,5072.7002
14:24:35,5069.3999
14:29:36,5070.2998
14:34:36,5067.8999
14:39:36,5063.0
14:44:35,5058.7998
14:49:36,5051.5
14:54:36,5039.3999
14:59:36,5045.1001
15:04:35,5044.0
15:09:35,5047.5
15:14:58,5049.7998
15:19:35,5048.8999
15:24:35,5049.7002
15:29:35,5050.7998
15:34:36,5045.5
15:39:36,5044.3999
15:44:36,5038.6001
15:49:36,5037.6001
15:54:35,5038.6001
15:59:36,5034.6001
16:00:00,5044.0
10:04:35,5005.8999
10:09:36,4966.2998
10:14:35,4973.2998
10:19:35,4976.7998
10:24:36,4974.6001
10:29:36,4978.0
10:34:35,4981.2998
10:39:38,4981.5
10:44:35,4981.7998
10:49:35,4983.7002
10:54:36,4985.7998
10:59:35,4985.2002
11:04:36,4988.2002
11:09:36,4989.6001
11:14:35,4982.8999
11:19:36,4968.0
11:24:36,4971.2998
11:29:36,4968.2002
11:34:59,4957.2002
11:39:36,4964.1001
11:44:36,4968.2002
11:49:36,4962.7998
11:54:35,4964.3999
11:59:35,4969.6001
12:04:36,4966.2002
12:09:35,4966.0
12:14:35,4963.7002
12:19:36,4953.5
12:24:35,4950.7002
12:29:35,4950.2002
12:34:36,4942.2998
12:39:59,4944.2998
12:44:35,4942.0
12:49:35,4952.2998
12:54:36,4943.7998
12:59:35,4945.5
13:04:35,4949.1001
13:09:36,4948.1001
13:14:36,4946.3999
13:19:35,4947.2998
13:24:35,4945.6001
13:29:36,4946.0
13:34:36,4948.7998
13:39:35,4944.6001
13:44:36,4941.3999
13:49:35,4936.8999
13:54:35,4938.3999
13:59:35,4941.2002
14:04:36,4944.2002
14:09:36,4943.7998
14:14:35,4947.2998
14:19:36,4947.7002
14:24:36,4947.3999
14:29:35,4948.3999
14:34:35,4943.3999
14:39:36,4935.8999
14:44:36,4937.8999
14:49:35,4939.7002
14:54:35,4940.8999
14:59:36,4943.2998
15:04:35,4944.7002
15:09:35,4947.1001
15:14:35,4942.2998
15:19:36,4939.2002
15:24:36,4935.0
15:29:50,4936.8999
15:34:35,4934.3999
15:39:36,4929.2998
15:44:35,4930.7998
15:49:35,4931.0
15:54:35,4928.1001
15:59:36,4931.3999
16:00:00,4930.7998
10:04:36,4950.8999
10:09:35,4964.7998
10:14:35,4965.3999
10:19:36,4976.7998
10:24:36,4975.6001
10:29:35,4977.1001
10:34:35,4969.0
10:39:37,4965.2998
10:44:35,4968.8999
10:49:36,4974.0
10:54:35,4970.2002
10:59:35,4974.2998
11:04:36,4978.6001
11:09:36,4985.7002
11:14:35,4982.8999
11:19:36,4985.3999
11:24:36,4988.7998
11:29:35,4984.2998
11:34:36,4982.7002
11:39:35,4988.1001
11:44:35,4986.2002
11:49:35,4982.3999
11:54:36,4982.7998
11:59:36,4979.2002
12:04:35,4980.3999
12:09:35,4978.5
12:14:36,4978.7998
12:19:36,4984.0
12:24:35,4985.2998
12:29:35,4992.7002
12:34:36,4992.7998
12:39:35,4998.3999
12:44:35,4996.7998
12:49:50,5001.2002
12:54:36,5008.0
12:59:35,5009.7998
13:04:35,5001.6001
13:09:36,4996.2998
13:14:36,5006.1001
13:19:35,5009.2002
13:24:35,5005.3999
13:29:36,5004.2002
13:34:35,5008.2998
13:39:35,5013.0
13:44:35,5010.8999
13:49:36,5014.8999
13:54:36,5012.1001
13:59:35,5012.2002
14:04:35,5013.3999
14:09:36,5012.2002
14:14:49,5015.2998
14:19:35,5019.8999
14:24:35,5019.8999
14:29:36,5020.3999
14:34:36,5020.0
14:39:35,5017.7002
14:44:35,5017.6001
14:49:35,5020.8999
14:54:35,5025.3999
14:59:35,5025.7002
15:04:35,5025.7998
15:09:36,5023.8999
15:10:35,5023.3999
15:19:35,5028.1001
15:24:35,5028.5
15:29:35,5028.0
15:34:36,5034.7998
15:39:35,5036.7002
15:44:35,5028.7002
15:49:35,5027.7002
15:54:35,5022.0
15:59:51,5020.7002
16:00:00,5029.2998
10:04:35,5029.0
10:09:36,5009.0
10:14:36,5009.6001
10:19:36,5006.2002
10:24:35,5011.6001
10:29:36,5011.3999
10:34:36,5014.2002
10:39:35,5008.3999
10:44:36,5009.3999
10:49:36,5005.5
10:54:35,5005.7002
10:59:35,5002.5
11:04:36,5003.8999
11:09:35,5005.7002
11:14:35,5010.3999
11:19:35,5003.5
11:24:35,5003.0
11:29:35,5005.7998
11:34:35,5002.0
11:39:36,4998.1001
11:44:36,5004.1001
11:49:50,5000.2998
11:54:36,4995.1001
11:59:36,4992.3999
12:04:35,4990.6001
12:09:36,4994.7002
12:14:36,4995.6001
12:19:35,4998.2002
12:24:36,4996.2998
12:29:36,4995.1001
12:34:36,4995.2998
12:39:35,4997.8999
12:44:36,4998.5
12:49:36,4995.8999
12:54:06,4994.7998
12:57:05,4993.2998
13:04:35,4991.7002
13:09:35,4984.2998
13:14:57,4985.7998
13:19:36,4987.3999
13:24:35,4988.5
13:29:35,4985.7998
13:34:35,4985.3999
13:39:36,4985.6001
13:44:36,4986.0
13:49:36,4985.6001
13:54:35,4984.0
13:59:36,4984.5
14:04:36,4982.5
14:09:35,4984.8999
14:14:35,4987.6001
14:19:35,4988.5
14:24:36,4990.6001
14:29:36,4990.2002
14:34:36,4990.2002
14:39:35,4988.6001
14:44:36,4989.1001
14:49:35,4987.0
14:54:35,4988.7998
14:59:35,4989.1001
15:04:36,4993.5
15:09:36,4992.5
15:14:36,4999.2002
15:19:47,5008.0
15:24:35,5006.3999
15:29:36,5001.6001
15:34:35,5003.7998
15:39:35,5005.3999
15:44:35,5009.7002
15:49:36,5016.6001
15:54:36,5017.1001
15:59:36,5024.1001
16:00:00,5025.6001
10:04:36,5009.3999
10:09:36,4983.1001
10:14:35,4991.0
10:19:35,4979.5
10:24:36,4979.8999
10:29:35,4987.1001
10:34:35,4990.2998
10:39:35,4997.1001
10:44:36,5001.7002
10:49:59,5005.2998
10:54:36,5010.1001
10:59:35,5012.0
11:04:36,5008.2998
11:09:35,5006.0
11:14:35,5000.7998
11:19:35,5002.7998
11:24:36,5002.7002
11:29:36,5002.1001
11:34:35,5001.7002
11:39:35,5006.0
11:44:36,5008.2002
11:49:36,5005.2998
11:54:35,5001.1001
11:59:35,5005.2998
12:04:36,5006.8999
12:09:35,5008.7998
12:14:35,5016.2002
12:19:35,5017.2998
12:24:38,5017.2002
12:29:35,5025.2998
12:34:35,5023.1001
12:39:35,5023.6001
12:44:35,5021.7002
12:49:36,5018.8999
12:54:36,5017.7998
12:59:35,5013.3999
13:04:35,5013.2998
13:09:36,5011.6001
13:14:35,5009.6001
13:19:35,5013.7998
13:24:35,5012.6001
13:29:35,5011.6001
13:34:36,5011.2002
13:39:35,5011.8999
13:44:36,5013.2998
13:49:35,5013.6001
13:54:35,5011.7998
13:59:36,5013.7998
14:04:35,5014.7002
14:09:36,5015.3999
14:14:35,5015.7998
14:19:49,5015.5
14:24:36,5014.1001
14:29:36,5012.2998
14:34:35,5008.0
14:39:35,5010.2998
14:44:35,5009.7002
14:49:36,5012.0
14:54:36,5012.7998
14:59:36,5020.7002
15:04:35,5023.3999
15:09:35,5020.7998
15:14:35,5017.3999
15:19:36,5018.1001
15:24:36,5017.2998
15:29:36,5022.1001
15:34:35,5022.2002
15:39:36,5022.1001
15:44:35,5025.6001
15:49:36,5024.7998
15:54:36,5022.5
15:59:36,5022.0
16:00:00,5022.1001
10:04:36,4998.7998
10:09:35,4952.3999
10:14:35,4944.5
10:19:36,4943.7998
10:24:35,4954.5
10:29:35,4948.1001
10:34:36,4942.8999
10:39:36,4934.1001
10:44:35,4933.6001
10:49:35,4930.8999
10:54:36,4924.3999
10:59:36,4915.8999
11:04:35,4905.0
11:09:35,4897.8999
11:14:36,4906.7998
11:19:35,4904.7002
11:24:35,4904.6001
11:29:35,4915.8999
11:34:35,4911.1001
11:39:39,4913.7002
11:44:35,4912.3999
11:49:35,4906.7002
11:54:35,4909.2998
11:59:36,4912.8999
12:04:36,4913.7998
12:09:35,4910.3999
12:14:35,4911.8999
12:19:35,4912.6001
12:24:36,4914.6001
12:29:36,4919.8999
12:34:36,4918.6001
12:39:35,4918.7002
12:44:35,4922.1001
12:49:36,4924.2002
12:54:36,4920.2002
12:59:35,4917.3999
13:04:36,4915.7998
13:09:35,4915.2998
13:14:35,4912.5
13:19:36,4917.5
13:24:36,4919.2998
13:29:35,4917.0
13:34:46,4911.2002
13:39:35,4904.7002
13:44:36,4902.7002
13:49:35,4894.8999
13:54:35,4896.2998
13:59:35,4901.5
14:04:35,4900.1001
14:09:36,4903.7002
14:14:36,4902.7998
14:19:35,4899.2002
14:24:35,4897.2002
14:29:36,4897.2998
14:34:36,4898.7002
14:39:36,4893.8999
14:44:36,4890.6001
14:49:35,4896.2998
14:54:36,4895.5
14:59:36,4895.6001
15:04:36,4888.2002
15:09:36,4883.0
15:14:36,4880.1001
15:19:36,4882.7002
15:24:35,4881.2998
15:29:35,4880.2002
15:34:36,4882.2998
15:39:36,4886.3999
15:44:35,4888.6001
15:49:35,4891.2998
15:54:35,4889.7002
15:59:36,4884.6001
16:00:00,4882.6001
